,State,id_country,log_S,lat_S,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
257,Buenos Aires Province,7,-58.42955412,-34.60877742,hom,90,79,26,73,17,14,43,85,30,82,94,34,87,74
258,Buenos Aires Province,7,-58.42955412,-34.60877742,Tra,39,54,47,98,43,96,26,96,68,65,51,66,98,94
259,Buenos Aires Province,7,-58.42955412,-34.60877742,Una,43,46,11,20,95,81,25,25,90,92,77,52,17,32
260,Catamarca Province,7,-65.7790719,-28.4689063,Ayu,18,48,73,45,48,61,87,22,41,16,80,12,45,86
261,Catamarca Province,7,-65.7790719,-28.4689063,Chi,26,24,64,82,31,26,80,21,25,23,38,96,19,74
262,Catamarca Province,7,-65.7790719,-28.4689063,Den,65,15,42,29,46,32,11,62,53,83,92,92,96,35
263,Catamarca Province,7,-65.7790719,-28.4689063,Allo,46,64,27,57,34,25,54,65,42,26,57,49,20,40
264,Catamarca Province,7,-65.7790719,-28.4689063,Nat,33,13,23,46,58,24,80,60,62,78,96,24,34,21
265,Catamarca Province,7,-65.7790719,-28.4689063,Vet,44,57,58,36,44,21,36,25,19,45,97,56,17,95
266,Catamarca Province,7,-65.7790719,-28.4689063,Ene,76,97,96,29,23,69,94,58,33,82,18,42,93,34
267,Catamarca Province,7,-65.7790719,-28.4689063,hom,49,20,95,70,25,45,43,17,22,59,45,35,34,76
268,Catamarca Province,7,-65.7790719,-28.4689063,Tra,32,43,33,67,84,63,89,10,11,30,12,60,37,11
269,Catamarca Province,7,-65.7790719,-28.4689063,Una,94,74,43,76,39,15,35,36,64,33,52,47,52,94
270,Chaco Province,7,-59.77820157755757,-27.4245413,Ayu,82,22,41,94,40,89,60,78,14,91,64,49,12,79
271,Chaco Province,7,-59.77820157755757,-27.4245413,Chi,63,86,89,72,80,15,75,32,65,79,23,74,78,44
272,Chaco Province,7,-59.77820157755757,-27.4245413,Den,28,80,36,93,96,27,78,53,81,90,48,50,87,34
273,Chaco Province,7,-59.77820157755757,-27.4245413,Allo,43,66,51,31,42,68,44,22,67,26,30,81,46,67
274,Chaco Province,7,-59.77820157755757,-27.4245413,Nat,62,87,74,42,30,51,15,78,34,45,69,43,30,69
275,Chaco Province,7,-59.77820157755757,-27.4245413,Vet,49,74,30,43,92,76,30,61,70,66,31,71,66,83
276,Chaco Province,7,-59.77820157755757,-27.4245413,Ene,70,34,66,44,49,35,56,93,34,62,94,93,96,14
277,Chaco Province,7,-59.77820157755757,-27.4245413,hom,65,38,95,31,21,19,76,47,52,13,71,46,42,37
278,Chaco Province,7,-59.77820157755757,-27.4245413,Tra,83,33,76,58,18,38,94,78,44,73,28,25,55,58
279,Chaco Province,7,-59.77820157755757,-27.4245413,Una,75,35,70,95,34,53,41,23,53,98,59,75,12,95
280,Chubut Province,7,-65.3094407,-43.2531242,Ayu,39,65,97,47,66,91,47,33,82,73,16,33,49,80
281,Chubut Province,7,-65.3094407,-43.2531242,Chi,41,15,25,69,62,70,37,10,78,63,92,82,39,77
282,Chubut Province,7,-65.3094407,-43.2531242,Den,53,98,15,16,34,36,95,65,67,34,44,48,40,77
283,Chubut Province,7,-65.3094407,-43.2531242,Allo,84,68,12,11,53,75,65,48,75,41,86,49,31,58
284,Chubut Province,7,-65.3094407,-43.2531242,Nat,70,33,97,93,66,87,60,34,31,78,35,43,58,22
285,Chubut Province,7,-65.3094407,-43.2531242,Vet,15,12,97,98,87,84,82,84,16,69,11,21,84,90
286,Chubut Province,7,-65.3094407,-43.2531242,Ene,68,45,84,41,82,91,87,61,14,99,76,27,48,30
287,Chubut Province,7,-65.3094407,-43.2531242,hom,51,25,32,20,33,99,43,15,61,89,99,54,56,79
288,Chubut Province,7,-65.3094407,-43.2531242,Tra,88,43,12,10,76,90,23,42,91,19,34,59,39,29
289,Chubut Province,7,-65.3094407,-43.2531242,Una,49,16,32,48,59,76,75,90,76,69,71,51,65,14
290,Cordoba Province,7,-56.88871740714286,-10.71935865,Ayu,67,99,71,82,61,86,68,79,23,94,26,56,73,79
291,Cordoba Province,7,-56.88871740714286,-10.71935865,Chi,37,38,53,55,16,48,53,77,16,82,28,91,27,79
292,Cordoba Province,7,-56.88871740714286,-10.71935865,Den,71,38,36,36,73,67,37,68,51,28,75,14,60,87
293,Cordoba Province,7,-56.88871740714286,-10.71935865,Allo,43,95,22,94,97,59,92,49,68,66,42,99,57,13
294,Cordoba Province,7,-56.88871740714286,-10.71935865,Nat,73,87,32,90,46,32,52,53,67,31,67,16,67,22
295,Cordoba Province,7,-56.88871740714286,-10.71935865,Vet,96,37,21,68,11,21,27,37,12,59,59,12,73,24
296,Cordoba Province,7,-56.88871740714286,-10.71935865,Ene,37,35,16,73,20,93,41,40,52,46,65,67,17,44
297,Cordoba Province,7,-56.88871740714286,-10.71935865,hom,59,54,76,99,79,27,35,66,18,70,80,96,27,13
298,Cordoba Province,7,-56.88871740714286,-10.71935865,Tra,35,75,54,75,96,20,30,85,36,46,53,65,34,49
299,Cordoba Province,7,-56.88871740714286,-10.71935865,Una,57,25,37,90,21,31,20,54,79,86,27,98,83,93
300,Corrientes,7,,,Ayu,98,42,26,93,63,32,61,55,84,66,80,54,13,86
301,Corrientes,7,,,Chi,94,21,52,83,62,88,56,95,57,89,29,98,50,72
302,Corrientes,7,,,Den,70,83,94,30,10,37,38,51,77,93,12,17,85,23
303,Corrientes,7,,,Allo,98,22,37,30,12,73,80,16,12,25,54,65,78,85
304,Corrientes,7,,,Nat,12,10,64,31,48,83,84,60,55,70,52,65,99,76
305,Corrientes,7,,,Vet,77,70,45,28,72,79,90,35,93,27,44,97,74,96
306,Corrientes,7,,,Ene,20,47,20,63,61,81,71,78,27,75,61,12,12,36
307,Corrientes,7,,,hom,53,86,41,55,71,52,91,17,72,10,93,64,53,91
308,Corrientes,7,,,Tra,41,28,52,68,76,88,57,43,68,52,14,37,24,50
309,Corrientes,7,,,Una,58,20,20,28,58,52,65,17,45,44,72,21,81,31
310,Entre Rios Province,7,-27.387550320000003,-10.5637048,Ayu,57,86,84,49,77,43,31,82,86,28,29,42,76,65
311,Entre Rios Province,7,-27.387550320000003,-10.5637048,Chi,99,96,98,17,97,82,86,33,51,82,13,65,27,26
312,Entre Rios Province,7,-27.387550320000003,-10.5637048,Den,69,93,99,27,82,71,55,39,48,91,74,29,68,60
313,Entre Rios Province,7,-27.387550320000003,-10.5637048,Allo,51,44,76,73,69,92,42,99,16,82,15,92,68,66
314,Entre Rios Province,7,-27.387550320000003,-10.5637048,Nat,69,53,35,81,28,95,21,74,47,50,77,23,39,54
315,Entre Rios Province,7,-27.387550320000003,-10.5637048,Vet,56,42,70,34,21,62,30,38,85,30,25,14,73,85
316,Entre Rios Province,7,-27.387550320000003,-10.5637048,Ene,33,62,86,23,73,25,23,71,78,87,77,72,85,69
317,Entre Rios Province,7,-27.387550320000003,-10.5637048,hom,83,83,60,99,30,16,88,19,52,31,86,96,49,20
318,Entre Rios Province,7,-27.387550320000003,-10.5637048,Tra,49,87,10,51,90,60,19,57,94,32,53,70,24,13
319,Entre Rios Province,7,-27.387550320000003,-10.5637048,Una,27,42,61,27,47,45,94,36,57,33,45,92,29,18
320,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Ayu,55,81,68,21,77,79,80,38,86,74,21,30,13,36
321,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Chi,26,88,87,21,12,46,44,79,56,13,61,50,18,94
322,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Den,39,32,14,71,86,83,42,79,18,58,30,51,29,32
323,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Allo,79,63,25,46,92,81,66,64,60,83,75,98,72,55
324,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Nat,25,11,20,68,48,88,88,75,76,31,28,59,16,27
325,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Vet,85,93,60,81,67,77,32,99,57,43,86,23,65,67
326,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Ene,14,25,71,31,57,71,58,99,77,34,10,71,93,78
327,Jujuy Province,7,-65.36852383333333,-23.51507043333333,hom,40,85,68,50,28,78,38,64,37,49,10,93,78,26
328,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Tra,49,69,23,37,32,14,71,72,25,62,27,96,29,71
329,Jujuy Province,7,-65.36852383333333,-23.51507043333333,Una,18,17,52,61,75,68,67,34,26,93,24,37,62,53
330,La Pampa,7,-122.7141049,38.4404925,Ayu,31,28,52,38,62,60,49,96,66,67,52,77,35,82
331,La Pampa,7,-122.7141049,38.4404925,Chi,17,93,42,41,49,59,52,14,33,71,47,10,15,69
332,La Pampa,7,-122.7141049,38.4404925,Den,36,18,82,97,48,35,93,32,16,52,58,69,68,94
333,La Pampa,7,-122.7141049,38.4404925,Allo,85,72,20,65,64,97,85,77,33,23,82,16,43,40
334,La Pampa,7,-122.7141049,38.4404925,Nat,87,73,52,74,47,51,72,85,17,10,44,79,51,21
335,La Pampa,7,-122.7141049,38.4404925,Vet,93,29,77,40,30,30,95,36,48,81,92,66,77,33
336,La Pampa,7,-122.7141049,38.4404925,Ene,14,68,98,39,79,77,43,44,66,14,35,72,78,91
337,La Pampa,7,-122.7141049,38.4404925,hom,28,94,68,69,67,85,87,25,16,19,56,61,89,11
338,La Pampa,7,-122.7141049,38.4404925,Tra,56,61,49,92,46,94,65,37,69,82,90,23,99,23
339,La Pampa,7,-122.7141049,38.4404925,Una,65,20,84,52,26,65,31,50,83,44,74,25,65,13
340,Mendoza,7,-66.83810803695805,-34.502060207142854,Ayu,34,96,80,14,87,31,69,37,61,14,73,83,59,37
341,Mendoza,7,-66.83810803695805,-34.502060207142854,Chi,21,37,29,97,34,73,40,47,43,97,57,95,10,63
342,Mendoza,7,-66.83810803695805,-34.502060207142854,Den,99,62,79,52,22,38,19,82,61,82,38,10,70,46
343,Mendoza,7,-66.83810803695805,-34.502060207142854,Allo,43,82,46,96,82,68,28,32,24,73,10,84,14,28
344,Mendoza,7,-66.83810803695805,-34.502060207142854,Nat,62,23,32,68,33,51,74,72,53,80,29,78,95,42
345,Mendoza,7,-66.83810803695805,-34.502060207142854,Vet,57,68,82,80,68,85,90,66,65,39,86,81,34,19
346,Mendoza,7,-66.83810803695805,-34.502060207142854,Ene,99,63,47,83,20,32,76,98,35,21,41,16,69,46
347,Mendoza,7,-66.83810803695805,-34.502060207142854,hom,73,45,82,37,36,51,25,42,46,15,28,65,12,94
348,Mendoza,7,-66.83810803695805,-34.502060207142854,Tra,61,47,57,72,79,49,79,95,58,17,23,29,88,40
349,Mendoza,7,-66.83810803695805,-34.502060207142854,Una,84,12,12,68,96,93,58,11,70,40,10,22,94,87
350,Misiones Province,7,-55.949711812781445,-27.4035083,Ayu,67,99,35,17,12,82,10,27,86,65,58,45,56,53
351,Misiones Province,7,-55.949711812781445,-27.4035083,Chi,54,43,76,49,52,10,34,83,32,31,47,31,97,68
352,Misiones Province,7,-55.949711812781445,-27.4035083,Den,66,69,57,16,67,51,82,17,54,78,22,47,57,56
353,Misiones Province,7,-55.949711812781445,-27.4035083,Allo,97,98,37,99,63,81,98,80,21,42,79,55,91,63
354,Misiones Province,7,-55.949711812781445,-27.4035083,Nat,45,55,77,66,91,20,81,48,78,68,79,66,59,85
355,Misiones Province,7,-55.949711812781445,-27.4035083,Vet,33,25,97,22,31,93,34,93,74,77,63,41,96,30
356,Misiones Province,7,-55.949711812781445,-27.4035083,Ene,32,33,46,26,76,70,34,61,83,93,63,98,42,13
357,Misiones Province,7,-55.949711812781445,-27.4035083,hom,50,72,35,97,82,24,28,45,21,88,64,30,95,68
358,Misiones Province,7,-55.949711812781445,-27.4035083,Tra,57,83,88,35,49,66,59,97,53,66,78,82,74,50
359,Misiones Province,7,-55.949711812781445,-27.4035083,Una,90,23,97,29,33,91,77,88,26,19,71,46,17,80
360,Neuquen Province,7,-63.1654612,-35.5989126,Ayu,58,53,41,36,85,85,77,93,95,87,11,13,30,40
361,Neuquen Province,7,-63.1654612,-35.5989126,Chi,30,17,86,14,51,13,45,76,13,55,28,51,17,74
362,Neuquen Province,7,-63.1654612,-35.5989126,Den,59,27,11,73,91,67,62,20,94,41,18,49,61,78
363,Neuquen Province,7,-63.1654612,-35.5989126,Allo,53,98,74,80,97,73,40,41,42,11,50,27,85,24
364,Neuquen Province,7,-63.1654612,-35.5989126,Nat,65,23,57,42,91,43,93,43,79,88,56,80,61,28
365,Neuquen Province,7,-63.1654612,-35.5989126,Vet,26,81,54,43,45,53,26,87,66,23,14,75,97,80
366,Neuquen Province,7,-63.1654612,-35.5989126,Ene,27,22,51,52,21,97,10,11,97,25,12,10,79,88
367,Neuquen Province,7,-63.1654612,-35.5989126,hom,13,71,24,72,20,42,21,89,86,22,30,97,47,45
368,Neuquen Province,7,-63.1654612,-35.5989126,Tra,47,71,89,45,82,91,52,78,31,11,84,30,17,40
369,Neuquen Province,7,-63.1654612,-35.5989126,Una,45,74,57,10,55,43,43,17,30,95,26,34,23,11
370,Rio Negro Province,7,-69.4426644,-40.08003485,Ayu,40,92,91,32,89,29,58,19,96,58,63,46,33,50
371,Rio Negro Province,7,-69.4426644,-40.08003485,Chi,58,45,41,38,76,12,37,64,13,92,81,66,76,66
372,Rio Negro Province,7,-69.4426644,-40.08003485,Den,90,26,93,85,34,76,14,15,29,15,62,90,86,82
373,Rio Negro Province,7,-69.4426644,-40.08003485,Allo,40,48,17,64,94,16,61,27,41,51,55,49,82,95
374,Rio Negro Province,7,-69.4426644,-40.08003485,Nat,98,94,26,14,51,55,22,47,94,46,32,33,75,41
375,Rio Negro Province,7,-69.4426644,-40.08003485,Vet,50,76,93,65,93,10,26,60,27,47,94,99,95,94
376,Rio Negro Province,7,-69.4426644,-40.08003485,Ene,65,66,59,44,36,54,13,10,78,17,89,45,33,64
377,Rio Negro Province,7,-69.4426644,-40.08003485,hom,78,24,56,40,25,30,90,50,41,98,62,48,92,50
378,Rio Negro Province,7,-69.4426644,-40.08003485,Tra,42,25,22,91,73,29,96,15,25,41,95,62,72,33
379,Rio Negro Province,7,-69.4426644,-40.08003485,Una,48,53,24,71,97,19,98,13,75,21,49,41,23,32
380,Salta Province,7,-64.0740646,-23.8135597,Ayu,47,40,93,57,16,51,12,93,82,24,39,40,83,64
381,Salta Province,7,-64.0740646,-23.8135597,Chi,89,80,47,78,57,59,86,48,46,63,30,99,21,12
382,Salta Province,7,-64.0740646,-23.8135597,Den,69,54,86,31,16,37,30,10,65,78,41,18,23,34
383,Salta Province,7,-64.0740646,-23.8135597,Allo,65,85,72,73,16,59,61,56,55,94,22,72,56,40
384,Salta Province,7,-64.0740646,-23.8135597,Nat,77,25,61,98,17,29,65,39,31,27,58,70,88,73
385,Salta Province,7,-64.0740646,-23.8135597,Vet,26,12,62,67,11,15,30,46,32,28,21,62,56,92
386,Salta Province,7,-64.0740646,-23.8135597,Ene,29,66,16,69,48,69,16,56,34,51,81,67,13,45
387,Salta Province,7,-64.0740646,-23.8135597,hom,43,61,55,71,33,27,55,62,82,17,61,23,32,48
388,Salta Province,7,-64.0740646,-23.8135597,Tra,81,23,32,76,39,17,99,59,68,66,90,97,66,70
389,Salta Province,7,-64.0740646,-23.8135597,Una,43,75,53,38,76,19,54,33,19,32,25,33,97,26
390,Santa Fe Province,7,-65.037764475,-25.38191665,Ayu,69,22,78,29,91,83,67,59,36,46,12,14,66,97
391,Santa Fe Province,7,-65.037764475,-25.38191665,Chi,87,19,70,27,73,67,95,59,79,31,87,18,82,13
392,Santa Fe Province,7,-65.037764475,-25.38191665,Den,36,88,70,49,16,48,91,45,31,45,82,95,61,81
393,Santa Fe Province,7,-65.037764475,-25.38191665,Allo,19,90,21,26,61,84,28,94,63,61,87,55,53,29
394,Santa Fe Province,7,-65.037764475,-25.38191665,Nat,29,80,94,81,28,36,78,37,37,66,27,52,21,28
395,Santa Fe Province,7,-65.037764475,-25.38191665,Vet,28,63,77,74,11,49,81,99,18,28,70,79,58,88
396,Santa Fe Province,7,-65.037764475,-25.38191665,Ene,54,17,23,23,12,31,82,51,66,64,10,96,74,48
397,Santa Fe Province,7,-65.037764475,-25.38191665,hom,10,44,57,18,21,39,76,43,19,25,87,76,52,52
398,Santa Fe Province,7,-65.037764475,-25.38191665,Tra,41,55,34,75,64,10,21,47,18,97,15,38,34,44
399,Santa Fe Province,7,-65.037764475,-25.38191665,Una,52,68,54,58,62,76,18,67,96,74,41,66,47,18
400,Santiago del Estero Province,7,-63.5408542,-27.6431016,Ayu,23,33,74,23,22,36,87,56,97,26,32,39,49,43
401,Santiago del Estero Province,7,-63.5408542,-27.6431016,Chi,76,36,28,81,67,94,52,75,14,12,64,41,41,57
402,Santiago del Estero Province,7,-63.5408542,-27.6431016,Den,73,69,15,67,95,10,31,58,97,77,62,46,55,27
403,Santiago del Estero Province,7,-63.5408542,-27.6431016,Allo,97,65,81,86,94,83,94,95,69,49,35,48,52,19
404,Santiago del Estero Province,7,-63.5408542,-27.6431016,Nat,57,37,14,79,76,30,67,99,77,68,78,29,40,50
405,Santiago del Estero Province,7,-63.5408542,-27.6431016,Vet,64,16,37,80,93,65,52,79,25,31,16,90,36,95
406,Santiago del Estero Province,7,-63.5408542,-27.6431016,Ene,39,78,99,63,48,73,63,77,89,27,89,32,57,84
407,Santiago del Estero Province,7,-63.5408542,-27.6431016,hom,88,61,67,69,97,30,24,59,38,43,78,83,79,20
408,Santiago del Estero Province,7,-63.5408542,-27.6431016,Tra,30,50,64,41,54,71,40,25,58,24,69,34,31,10
409,Santiago del Estero Province,7,-63.5408542,-27.6431016,Una,66,10,65,88,34,76,39,64,42,42,50,31,14,52
410,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Ayu,43,53,15,17,34,20,72,93,47,48,71,17,22,18
411,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Chi,10,62,27,79,90,95,15,30,20,61,27,96,83,19
412,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Den,52,37,85,64,76,95,11,61,11,93,45,53,49,99
413,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Allo,32,24,15,24,67,32,41,81,18,25,60,88,50,45
414,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Nat,58,74,91,37,94,10,90,92,10,31,77,64,28,92
415,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Vet,24,77,15,15,93,80,49,44,87,86,85,76,86,78
416,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Ene,67,26,66,44,90,10,40,76,50,41,91,61,92,79
417,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,hom,63,55,80,95,88,53,66,39,53,21,19,95,99,66
418,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Tra,10,59,95,82,30,94,93,58,39,24,10,32,58,98
419,Tierra del Fuego Province,7,-87.3508563940248,-8.619646800000002,Una,44,51,10,67,53,69,50,19,69,68,40,31,51,15
420,Tucuman Province,7,-65.25099234999999,-26.8212642,Ayu,18,32,18,37,83,95,47,35,76,29,58,96,52,11
421,Tucuman Province,7,-65.25099234999999,-26.8212642,Chi,21,70,92,23,93,86,62,74,39,60,88,51,50,26
422,Tucuman Province,7,-65.25099234999999,-26.8212642,Den,42,28,91,89,33,63,74,59,25,51,24,51,38,64
423,Tucuman Province,7,-65.25099234999999,-26.8212642,Allo,70,39,18,90,44,35,13,92,47,87,90,60,13,40
424,Tucuman Province,7,-65.25099234999999,-26.8212642,Nat,37,65,14,30,56,92,24,18,71,58,53,56,82,87
425,Tucuman Province,7,-65.25099234999999,-26.8212642,Vet,34,16,70,13,18,98,53,32,38,19,34,16,50,34
426,Tucuman Province,7,-65.25099234999999,-26.8212642,Ene,91,12,76,31,19,50,13,30,62,24,94,41,30,20
427,Tucuman Province,7,-65.25099234999999,-26.8212642,hom,91,79,12,95,10,98,69,30,85,88,90,53,30,62
428,Tucuman Province,7,-65.25099234999999,-26.8212642,Tra,73,71,98,45,63,50,74,82,55,65,98,32,73,16
429,Tucuman Province,7,-65.25099234999999,-26.8212642,Una,59,43,40,37,78,29,16,48,90,63,53,46,18,25
430,Kotayk Region,8,44.6333951,40.2714761,Ayu,82,99,67,75,22,80,25,80,29,29,79,16,56,76
431,Kotayk Region,8,44.6333951,40.2714761,Chi,62,11,73,63,80,29,66,82,35,81,89,94,15,31
432,Kotayk Region,8,44.6333951,40.2714761,Den,43,90,83,84,57,75,25,10,12,51,52,29,90,14
433,Kotayk Region,8,44.6333951,40.2714761,Allo,26,34,89,10,72,90,14,20,71,97,45,88,84,50
434,Kotayk Region,8,44.6333951,40.2714761,Nat,12,37,69,37,94,21,84,19,27,28,10,77,31,37
435,Kotayk Region,8,44.6333951,40.2714761,Vet,90,49,72,89,19,81,40,56,58,36,75,48,30,81
436,Kotayk Region,8,44.6333951,40.2714761,Ene,90,12,13,79,66,58,15,38,21,14,41,47,92,58
437,Kotayk Region,8,44.6333951,40.2714761,hom,17,55,63,21,20,76,30,22,50,22,28,17,84,45
438,Kotayk Region,8,44.6333951,40.2714761,Tra,60,99,49,48,94,92,12,31,14,79,40,53,79,39
439,Kotayk Region,8,44.6333951,40.2714761,Una,57,77,49,29,34,50,53,81,51,52,44,34,15,71
440,Shirak Region,8,43.8416095,40.7852085,Ayu,74,32,69,18,81,40,25,62,90,29,28,21,21,17
441,Shirak Region,8,43.8416095,40.7852085,Chi,67,29,67,58,46,86,36,60,52,84,68,55,71,59
442,Shirak Region,8,43.8416095,40.7852085,Den,84,59,59,85,32,65,93,33,18,93,78,75,89,39
443,Shirak Region,8,43.8416095,40.7852085,Allo,80,27,33,89,23,81,45,11,48,75,26,22,65,40
444,Shirak Region,8,43.8416095,40.7852085,Nat,36,23,90,99,39,31,39,63,88,66,88,17,23,10
445,Shirak Region,8,43.8416095,40.7852085,Vet,69,46,12,99,21,29,44,63,51,67,55,89,81,76
446,Shirak Region,8,43.8416095,40.7852085,Ene,35,40,81,67,14,69,55,21,29,74,45,38,95,43
447,Shirak Region,8,43.8416095,40.7852085,hom,55,66,19,94,29,35,68,25,85,14,29,71,26,60
448,Shirak Region,8,43.8416095,40.7852085,Tra,55,77,63,27,47,53,47,98,75,28,76,89,88,20
449,Shirak Region,8,43.8416095,40.7852085,Una,90,51,96,17,63,34,22,87,47,98,50,71,43,17
450,Yerevan,8,44.5126233,40.1777112,Ayu,62,82,61,37,53,99,69,43,89,86,63,46,71,23
451,Yerevan,8,44.5126233,40.1777112,Chi,56,68,79,73,51,85,35,93,52,19,68,55,81,36
452,Yerevan,8,44.5126233,40.1777112,Den,69,79,17,72,72,30,65,29,44,42,16,25,33,95
453,Yerevan,8,44.5126233,40.1777112,Allo,88,52,50,54,10,95,34,32,53,54,12,92,66,80
454,Yerevan,8,44.5126233,40.1777112,Nat,61,62,68,17,80,95,68,85,51,72,55,76,59,51
455,Yerevan,8,44.5126233,40.1777112,Vet,62,18,76,28,98,60,21,74,28,53,56,68,12,79
456,Yerevan,8,44.5126233,40.1777112,Ene,20,42,56,92,23,86,52,19,21,12,38,30,38,21
457,Yerevan,8,44.5126233,40.1777112,hom,57,21,64,28,39,74,40,49,72,84,53,60,99,86
458,Yerevan,8,44.5126233,40.1777112,Tra,25,17,77,69,13,33,56,64,33,85,91,35,89,40
459,Yerevan,8,44.5126233,40.1777112,Una,80,87,37,28,12,69,82,99,12,52,51,94,74,15
460,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Ayu,19,22,79,92,91,66,21,42,18,92,49,28,10,28
461,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Chi,25,80,82,14,13,59,98,43,48,58,25,30,50,62
462,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Den,86,98,60,67,26,10,66,58,46,36,41,15,54,97
463,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Allo,57,68,93,53,71,71,52,67,30,85,84,17,18,25
464,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Nat,90,91,36,80,92,47,91,58,81,78,30,44,79,75
465,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Vet,95,40,71,72,42,58,66,31,99,68,57,49,47,76
466,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Ene,31,61,75,98,31,85,55,29,88,27,39,84,10,17
467,Australian Capital Territory,9,73.75857012181648,8.271984925000002,hom,79,56,17,88,87,49,31,93,36,53,72,71,87,48
468,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Tra,21,36,44,88,53,51,91,93,34,64,75,98,64,73
469,Australian Capital Territory,9,73.75857012181648,8.271984925000002,Una,31,42,55,21,44,53,53,50,10,79,74,96,33,65
470,New South Wales,9,80.56159434738979,-2.00208258076923,Ayu,50,23,86,94,28,87,81,47,94,69,33,62,83,98
471,New South Wales,9,80.56159434738979,-2.00208258076923,Chi,55,33,73,56,97,70,76,24,78,43,58,97,19,31
472,New South Wales,9,80.56159434738979,-2.00208258076923,Den,65,65,90,38,67,86,38,93,74,29,73,24,12,19
473,New South Wales,9,80.56159434738979,-2.00208258076923,Allo,90,24,30,19,64,70,59,98,77,39,52,22,83,24
474,New South Wales,9,80.56159434738979,-2.00208258076923,Nat,18,39,27,76,65,18,29,91,44,30,81,30,56,50
475,New South Wales,9,80.56159434738979,-2.00208258076923,Vet,22,14,52,91,21,91,74,88,81,17,78,61,66,35
476,New South Wales,9,80.56159434738979,-2.00208258076923,Ene,67,44,98,90,67,95,28,74,71,33,46,40,29,92
477,New South Wales,9,80.56159434738979,-2.00208258076923,hom,11,78,20,10,15,14,37,60,35,79,95,49,29,42
478,New South Wales,9,80.56159434738979,-2.00208258076923,Tra,93,12,78,28,60,39,71,78,18,43,93,26,97,33
479,New South Wales,9,80.56159434738979,-2.00208258076923,Una,82,70,81,40,93,19,79,98,55,49,88,60,15,73
480,Queensland,9,78.34092424177979,-4.210459866666668,Ayu,20,37,74,25,60,55,31,51,12,88,85,43,69,73
481,Queensland,9,78.34092424177979,-4.210459866666668,Chi,31,19,91,87,16,12,53,97,39,46,70,85,86,28
482,Queensland,9,78.34092424177979,-4.210459866666668,Den,29,28,46,23,90,68,71,54,88,84,35,11,41,26
483,Queensland,9,78.34092424177979,-4.210459866666668,Allo,85,73,66,63,36,92,54,56,38,20,87,62,58,39
484,Queensland,9,78.34092424177979,-4.210459866666668,Nat,62,33,30,89,71,76,15,60,95,85,85,43,72,22
485,Queensland,9,78.34092424177979,-4.210459866666668,Vet,15,82,57,36,27,39,40,65,56,91,70,33,15,12
486,Queensland,9,78.34092424177979,-4.210459866666668,Ene,45,66,92,30,58,38,75,30,39,94,84,32,21,94
487,Queensland,9,78.34092424177979,-4.210459866666668,hom,44,74,66,87,89,37,24,57,91,14,85,62,60,97
488,Queensland,9,78.34092424177979,-4.210459866666668,Tra,68,35,29,49,41,16,40,65,97,25,37,23,82,96
489,Queensland,9,78.34092424177979,-4.210459866666668,Una,18,10,40,97,59,56,26,95,72,10,46,70,19,47
490,South Australia,9,28.04409320000001,2.7104727749999995,Ayu,86,41,69,11,48,97,43,75,17,80,21,90,26,15
491,South Australia,9,28.04409320000001,2.7104727749999995,Chi,23,60,69,76,24,49,66,49,76,79,37,66,27,81
